Start	End	Direction	Weight
ACTB	PFN3	1	1
ACTB	PFN4	1	1
ACTB	PIP5K1C	1	1
ACTB	POLR1D	1	1
ACTB	PRKCA	1	1
ACTB	PRKCB	1	1
ACTB	PRKCD	1	1
ACTB	PRKCE	1	1
ACTB	PRKCG	1	1
ACTB	PRKCH	1	1
ACTB	PRKCQ	1	1
ACTB	PTK2	1	1
ACTB	PTK2B	1	1
ACTB	PVRL1	1	1
ACTB	PXN	1	1
ACTB	RAC1	1	1
ACTB	RAC2	1	1
ACTB	RAC3	1	1
ACTB	RELA	1	1
ACTB	RHOG	1	1
ACTB	RHOJ	1	1
ACTB	RHOQ	1	1
ACTB	SMARCA4	1	1
ACTB	SMARCB1	1	1
ACTB	SMARCC1	1	1
ACTB	SMARCC2	1	1
ACTB	SMARCD1	1	1
ACTB	SMARCE1	1	1
ACTB	TJP1	1	1
ACTB	TJP2	1	1
ACTB	TJP3	1	1
ACTB	TLN1	1	1
ACTB	TMSB4X	1	1
ACTB	TMSB4Y	1	1
ACTB	TMSL3	1	1
ACTB	VASP	1	1
ACTB	VBP1	1	1
ACTB	VCL	1	1
ACTB	VWA2	1	1
ACTB	WAS	1	1
ACTB	WASF1	1	1
ACTB	WASF2	1	1
ACTB	WASF3	1	1
ACTB	WASL	1	1
ACTB	ZYX	1	1
ACTC1	ACTG1	1	1
ACTC1	ACTN1	1	1
ACTC1	ACTN2	1	1
ACTC1	ACTN3	1	1
ACTC1	ACTN4	1	1
ACTC1	ADAM17	1	1
ACTC1	AP2A1	1	1
ACTC1	AP2A2	1	1
ACTC1	CDH1	1	1
ACTC1	CDH3	1	1
ACTC1	CGNL1	1	1
ACTC1	CLTA	1	1
ACTC1	CLTB	1	1
ACTC1	COL10A1	1	1
ACTC1	COL11A1	1	1
ACTC1	COL11A2	1	1
ACTC1	COL12A1	1	1
ACTC1	COL13A1	1	1
ACTC1	COL14A1	1	1
ACTC1	COL15A1	1	1
ACTC1	COL16A1	1	1
ACTC1	COL17A1	1	1
ACTC1	COL18A1	1	1
ACTC1	COL19A1	1	1
ACTC1	COL1A1	1	1
ACTC1	COL1A2	1	1
ACTC1	COL20A1	1	1
ACTC1	COL22A1	1	1
ACTC1	COL27A1	1	1
ACTC1	COL2A1	1	1
ACTC1	COL3A1	1	1
ACTC1	COL4A1	1	1
ACTC1	COL4A2	1	1
ACTC1	COL4A3	1	1
ACTC1	COL4A4	1	1
ACTC1	COL4A5	1	1
ACTC1	COL4A6	1	1
ACTC1	COL5A1	1	1
ACTC1	COL5A2	1	1
ACTC1	COL5A3	1	1
ACTC1	COL6A1	1	1
ACTC1	COL6A2	1	1
ACTC1	COL6A3	1	1
ACTC1	COL7A1	1	1
ACTC1	COL8A1	1	1
ACTC1	COL8A2	1	1
ACTC1	COL9A1	1	1
ACTC1	COL9A2	1	1
ACTC1	COL9A3	1	1
